album_name,track_name,artist,featuring,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode
Red (Taylor's Version),State Of Grace (Acoustic Version) [Taylor's Version],Taylor Swift,NA,0.445,0.131,7,-13.778,1,0.0564,0.663,1.57e-6,0.108,0.101,208.918,3,321640,FALSE,G,major,G major
Red (Taylor's Version),Ronan (Taylor's Version),Taylor Swift,NA,0.623,0.279,0,-10.802,1,0.031,0.661,0,0.193,0.38,116.04,4,264253,FALSE,C,major,C major
Red (Taylor's Version),Better Man (Taylor's Version) [From The Vault],Taylor Swift,NA,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,4,297013,FALSE,E,major,E major
Red (Taylor's Version),Nothing New (Taylor's Version) [From The Vault],Taylor Swift,Phoebe Bridgers,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,4,258813,FALSE,C,major,C major
Red (Taylor's Version),Babe (Taylor's Version) [From The Vault],Taylor Swift,NA,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-6,0.121,0.746,167.844,4,224240,FALSE,E,major,E major
Red (Taylor's Version),Message In A Bottle (Taylor's Version) [From The Vault],Taylor Swift,NA,0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-6,0.083,0.494,115.915,4,225960,FALSE,G,major,G major
Red (Taylor's Version),I Bet You Think About Me (Taylor's Version) [From The Vault],Taylor Swift,Chris Stapleton,0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,3,285107,TRUE,C,major,C major
Red (Taylor's Version),Forever Winter (Taylor's Version) [From The Vault],Taylor Swift,NA,0.611,0.552,7,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,4,263533,FALSE,G,major,G major
Red (Taylor's Version),Run (Taylor's Version) [From The Vault],Taylor Swift,Ed Sheeran,0.61,0.488,3,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,4,240227,FALSE,D#,major,D# major
Red (Taylor's Version),The Very First Night (Taylor's Version) [From The Vault],Taylor Swift,NA,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,4,200280,FALSE,G,major,G major
Red (Taylor's Version),All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,NA,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,4,613027,TRUE,C,major,C major
1989,Welcome To New York,Taylor Swift,NA,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-6,0.302,0.658,116.992,4,212600,FALSE,G,major,G major
1989,Blank Space,Taylor Swift,NA,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,4,231827,FALSE,F,major,F major
1989,Style,Taylor Swift,NA,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,231000,FALSE,G,major,G major
1989,Out Of The Woods,Taylor Swift,NA,0.553,0.841,7,-6.937,1,0.0396,7.43e-4,1.19e-5,0.341,0.338,92.008,4,235800,FALSE,G,major,G major
1989,All You Had To Do Was Stay,Taylor Swift,NA,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-5,0.101,0.539,96.97,4,193293,FALSE,F,major,F major
1989,Shake It Off,Taylor Swift,NA,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,4,219200,FALSE,G,major,G major
1989,I Wish You Would,Taylor Swift,NA,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-5,0.102,0.513,118.035,4,207440,FALSE,C,major,C major
1989,Bad Blood,Taylor Swift,NA,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-6,0.201,0.287,170.216,4,211933,FALSE,G,major,G major
1989,Wildest Dreams,Taylor Swift,NA,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,4,220440,FALSE,G#,major,G# major
1989,How You Get The Girl,Taylor Swift,NA,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,4,247533,FALSE,F,major,F major
1989,This Love,Taylor Swift,NA,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,4,250093,FALSE,E,major,E major
1989,I Know Places,Taylor Swift,NA,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,4,195707,FALSE,C,major,C major
1989,Clean,Taylor Swift,NA,0.815,0.377,4,-7.754,1,0.0346,0.232,0,0.1,0.211,103.97,4,271000,FALSE,E,major,E major
1989,Wonderland,Taylor Swift,NA,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-5,0.177,0.197,184.014,4,245560,FALSE,D#,major,D# major
1989,You Are In Love,Taylor Swift,NA,0.474,0.48,2,-8.894,1,0.0622,0.707,1.08e-4,0.0903,0.319,170.109,4,267107,FALSE,D,major,D major
1989,New Romantics,Taylor Swift,NA,0.633,0.889,5,-5.87,1,0.0715,0.00463,4.58e-4,0.0658,0.584,121.956,4,230467,FALSE,F,major,F major
1989,I Know Places - Voice Memo,Taylor Swift,NA,0.592,0.128,9,-17.932,0,0.589,0.829,0,0.527,0.15,78.828,4,216333,FALSE,A,minor,A minor
1989,I Wish You Would - Voice Memo,Taylor Swift,NA,0.781,0.357,0,-16.394,1,0.912,0.717,0,0.185,0.645,118.317,4,107133,FALSE,C,major,C major
1989,Blank Space - Voice Memo,Taylor Swift,NA,0.675,0.234,5,-15.064,0,0.721,0.801,0,0.657,0.578,127.296,4,131187,FALSE,F,minor,F minor
reputation,...Ready For It?,Taylor Swift,NA,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,4,208187,FALSE,D,major,D major
reputation,End Game,Taylor Swift,"Ed Sheeran, Future",0.649,0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,4,244827,FALSE,D,major,D major
reputation,I Did Something Bad,Taylor Swift,NA,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-5,0.0696,0.305,82.989,4,238253,FALSE,C,minor,C minor
reputation,Don't Blame Me,Taylor Swift,NA,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-5,0.0607,0.193,135.917,4,236413,FALSE,A,minor,A minor
reputation,Delicate,Taylor Swift,NA,0.75,0.404,9,-10.178,0,0.0682,0.216,3.57e-4,0.0911,0.0499,95.045,4,232253,FALSE,A,minor,A minor
reputation,Look What You Made Me Do,Taylor Swift,NA,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-5,0.126,0.506,128.07,4,211853,FALSE,A,minor,A minor
reputation,So It Goes...,Taylor Swift,NA,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-6,0.13,0.374,74.957,4,227907,FALSE,D,major,D major
reputation,Gorgeous,Taylor Swift,NA,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-6,0.213,0.451,92.027,4,209680,FALSE,G,major,G major
reputation,Getaway Car,Taylor Swift,NA,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-6,0.0888,0.351,172.054,4,233627,FALSE,D,major,D major
reputation,King Of My Heart,Taylor Swift,NA,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-6,0.0391,0.314,110.01,4,214320,FALSE,C,major,C major
reputation,Dancing With Our Hands Tied,Taylor Swift,NA,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-5,0.138,0.284,160.024,4,211507,FALSE,C,minor,C minor
reputation,Dress,Taylor Swift,NA,0.719,0.469,0,-8.792,1,0.0533,0.0329,0,0.169,0.0851,120.085,4,230373,FALSE,C,major,C major
reputation,This Is Why We Can't Have Nice Things,Taylor Swift,NA,0.567,0.789,5,-5.986,1,0.115,0.0156,0,0.382,0.438,163.96,4,207133,FALSE,F,major,F major
reputation,Call It What You Want,Taylor Swift,NA,0.598,0.504,9,-9.874,1,0.0731,0.186,2.21e-4,0.34,0.252,163.954,4,203507,FALSE,A,major,A major
reputation,New Year's Day,Taylor Swift,NA,0.661,0.151,0,-12.864,1,0.0354,0.921,0,0.13,0.23,94.922,4,235467,FALSE,C,major,C major
Lover,I Forgot That You Existed,Taylor Swift,NA,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-6,0.0812,0.541,92.875,4,170640,FALSE,F,major,F major
Lover,Cruel Summer,Taylor Swift,NA,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-5,0.105,0.564,169.994,4,178427,FALSE,A,major,A major
Lover,Lover,Taylor Swift,NA,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-5,0.118,0.453,68.534,4,221307,FALSE,G,major,G major
Lover,The Man,Taylor Swift,NA,0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048,4,190360,FALSE,C,major,C major
Lover,The Archer,Taylor Swift,NA,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211240,FALSE,C,major,C major
Lover,I Think He Knows,Taylor Swift,NA,0.897,0.366,0,-8.029,1,0.0569,0.00889,3.53e-4,0.0715,0.416,100.003,4,173387,FALSE,C,major,C major
Lover,Miss Americana & The Heartbreak Prince,Taylor Swift,NA,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,4,234147,FALSE,B,minor,B minor
Lover,Paper Rings,Taylor Swift,NA,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-5,0.0742,0.865,103.979,4,222400,FALSE,A,major,A major
Lover,Cornelia Street,Taylor Swift,NA,0.824,0.624,0,-9.728,1,0.0827,0.781,1.89e-4,0.1,0.248,102.012,4,287267,FALSE,C,major,C major
Lover,Death By A Thousand Cuts,Taylor Swift,NA,0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,4,198533,FALSE,E,major,E major
Lover,London Boy,Taylor Swift,NA,0.695,0.71,1,-6.639,1,0.05,0.0246,1.04e-4,0.133,0.557,157.925,4,190240,FALSE,C#,major,C# major
Lover,Soon You'll Get Better,Taylor Swift,The Chicks,0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,4,201587,FALSE,C,major,C major
Lover,False God,Taylor Swift,NA,0.739,0.32,11,-10.862,0,0.239,0.736,1.47e-4,0.111,0.351,79.97,4,200307,FALSE,B,minor,B minor
Lover,You Need To Calm Down,Taylor Swift,NA,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,4,171360,FALSE,D,major,D major
Lover,Afterglow,Taylor Swift,NA,0.756,0.449,9,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011,4,223293,FALSE,A,major,A major
Lover,ME!,Taylor Swift,"Brendon Urie, Panic! At The Disco",0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,4,193000,FALSE,C,major,C major
Lover,It's Nice To Have A Friend,Taylor Swift,NA,0.737,0.175,10,-9.912,1,0.0401,0.971,3.37e-4,0.171,0.545,70.008,4,150440,FALSE,A#,major,A# major
Lover,Daylight,Taylor Swift,NA,0.557,0.496,0,-9.602,1,0.0563,0.808,1.73e-4,0.0772,0.265,149.983,4,293453,FALSE,C,major,C major
folklore,the 1,Taylor Swift,NA,0.78,0.361,0,-6.942,1,0.048,0.75,7.14e-6,0.108,0.163,139.902,4,210240,TRUE,C,major,C major
folklore,cardigan,Taylor Swift,NA,0.612,0.58,0,-8.572,0,0.0419,0.525,4.14e-4,0.26,0.534,130.045,4,239560,FALSE,C,minor,C minor
folklore,the last great american dynasty,Taylor Swift,NA,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,4,231000,TRUE,G,major,G major
folklore,exile,Taylor Swift,Bon Iver,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-5,0.11,0.16,75.938,4,285640,FALSE,F#,major,F# major
folklore,my tears ricochet,Taylor Swift,NA,0.456,0.265,0,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947,4,255893,FALSE,C,major,C major
folklore,mirrorball,Taylor Swift,NA,0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-6,0.0604,0.347,110.137,4,208973,FALSE,G,major,G major
folklore,seven,Taylor Swift,NA,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-5,0.0902,0.374,94.955,4,208907,FALSE,E,major,E major
folklore,august,Taylor Swift,NA,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-5,0.0931,0.42,89.567,4,261920,FALSE,F,major,F major
folklore,this is me trying,Taylor Swift,NA,0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-5,0.147,0.408,135.882,4,195107,FALSE,A,major,A major
folklore,illicit affairs,Taylor Swift,NA,0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,4,190893,FALSE,A#,major,A# major
folklore,invisible string,Taylor Swift,NA,0.651,0.459,4,-11.128,0,0.0507,0.859,6.63e-5,0.105,0.454,83.455,4,252880,FALSE,E,minor,E minor
folklore,mad woman,Taylor Swift,NA,0.593,0.7,3,-9.016,1,0.0492,0.67,6.77e-6,0.116,0.451,141.898,4,237267,TRUE,D#,major,D# major
folklore,epiphany,Taylor Swift,NA,0.317,0.254,1,-13.679,1,0.0286,0.727,3.26e-4,0.0867,0.103,93.933,4,289747,FALSE,C#,major,C# major
folklore,betty,Taylor Swift,NA,0.595,0.376,0,-8.767,1,0.0256,0.589,0,0.0989,0.476,95.946,4,294520,TRUE,C,major,C major
folklore,peace,Taylor Swift,NA,0.644,0.284,5,-12.879,1,0.0821,0.916,1.5e-5,0.0909,0.328,150.072,4,234000,TRUE,F,major,F major
folklore,hoax,Taylor Swift,NA,0.676,0.178,8,-15.01,1,0.0394,0.964,7.9e-6,0.135,0.404,118.84,4,220040,FALSE,G#,major,G# major
folklore,the lakes,Taylor Swift,NA,0.313,0.258,2,-11.532,1,0.0383,0.842,1.3e-6,0.0948,0.268,179.947,4,211813,FALSE,D,major,D major
evermore,willow,Taylor Swift,NA,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,214707,FALSE,G,major,G major
evermore,champagne problems,Taylor Swift,NA,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,4,244000,TRUE,C,major,C major
evermore,gold rush,Taylor Swift,NA,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,4,185320,TRUE,A,major,A major
evermore,'tis the damn season,Taylor Swift,NA,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-5,0.105,0.348,145.916,4,229840,FALSE,F,major,F major
evermore,tolerate it,Taylor Swift,NA,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-5,0.0797,0.221,74.952,5,245440,TRUE,A,major,A major
evermore,"no body, no crime",Taylor Swift,HAIM,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,4,215627,FALSE,G,minor,G minor
evermore,happiness,Taylor Swift,NA,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,4,315147,TRUE,B,major,B major
evermore,dorothea,Taylor Swift,NA,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,4,225880,FALSE,E,major,E major
evermore,coney island,Taylor Swift,The National,0.537,0.537,8,-11.266,1,0.0617,0.819,9.04e-4,0.142,0.292,107.895,4,275320,FALSE,G#,major,G# major
evermore,ivy,Taylor Swift,NA,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-5,0.0921,0.535,88.856,4,260440,TRUE,D,major,D major
evermore,cowboy like me,Taylor Swift,NA,0.604,0.517,0,-9.014,1,0.0347,0.768,1.55e-4,0.123,0.511,127.967,4,275040,TRUE,C,major,C major
evermore,long story short,Taylor Swift,NA,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,4,215920,FALSE,C,major,C major
evermore,marjorie,Taylor Swift,NA,0.535,0.561,5,-11.609,1,0.0484,0.876,1.36e-4,0.115,0.287,96.103,4,257773,FALSE,F,major,F major
evermore,closure,Taylor Swift,NA,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-6,0.134,0.92,151.884,5,180653,FALSE,A,major,A major
evermore,evermore,Taylor Swift,Bon Iver,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,5,304107,FALSE,C#,major,C# major
evermore,right where you left me,Taylor Swift,NA,0.581,0.619,10,-6.524,1,0.0282,0.769,1.06e-4,0.117,0.645,137.915,4,245027,FALSE,A#,major,A# major
evermore,it's time to go,Taylor Swift,NA,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-5,0.09,0.416,151.923,4,254640,FALSE,C,major,C major
Midnights,Lavender Haze,Taylor Swift,NA,0.735,0.444,10,-10.519,1,0.0684,0.204,0.0012,0.17,0.0984,97.038,4,202396,TRUE,A#,major,A# major
Midnights,Maroon,Taylor Swift,NA,0.658,0.378,7,-8.3,1,0.0379,0.0593,0,0.0976,0.0382,108.034,4,218271,TRUE,G,major,G major
Midnights,Anti-Hero,Taylor Swift,NA,0.638,0.634,4,-6.582,1,0.0457,0.133,1.23e-6,0.152,0.519,96.953,4,200690,FALSE,E,major,E major
Midnights,Snow On The Beach,Taylor Swift,Lana Del Rey,0.659,0.323,9,-13.425,1,0.0436,0.735,0.00321,0.116,0.154,110.007,4,256124,TRUE,A,major,A major
Midnights,"You're On Your Own, Kid",Taylor Swift,NA,0.694,0.38,2,-10.307,1,0.0614,0.416,8.47e-6,0.126,0.376,120.044,4,194207,FALSE,D,major,D major
Midnights,Midnight Rain,Taylor Swift,NA,0.636,0.377,0,-11.721,1,0.0708,0.71,6.51e-5,0.115,0.23,139.966,4,174783,FALSE,C,major,C major
Midnights,Question...?,Taylor Swift,NA,0.751,0.502,7,-8.777,1,0.162,0.226,0,0.297,0.112,108.989,4,210557,TRUE,G,major,G major
Midnights,Vigilante Shit,Taylor Swift,NA,0.87,0.279,4,-11.134,0,0.364,0.16,1.74e-5,0.121,0.16,79.996,4,164801,TRUE,E,minor,E minor
Midnights,Bejeweled,Taylor Swift,NA,0.7,0.55,7,-9.13,1,0.0653,0.0661,1.02e-4,0.091,0.412,164.003,4,194166,FALSE,G,major,G major
Midnights,Labyrinth,Taylor Swift,NA,0.487,0.313,0,-15.434,1,0.0487,0.791,0.348,0.124,0.141,110.039,4,247962,FALSE,C,major,C major
Midnights,Karma,Taylor Swift,NA,0.649,0.622,8,-7.054,1,0.0582,0.074,0,0.594,0.106,90.024,4,204852,TRUE,G#,major,G# major
Midnights,Sweet Nothing,Taylor Swift,NA,0.334,0.161,0,-14.875,1,0.0506,0.967,4.71e-5,0.115,0.396,176.747,4,188497,FALSE,C,major,C major
Midnights,Mastermind,Taylor Swift,NA,0.661,0.352,4,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,4,191039,FALSE,E,major,E major
Midnights,The Great War,Taylor Swift,NA,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-5,0.0842,0.554,96.016,4,240356,FALSE,F,major,F major
Midnights,Bigger Than The Whole Sky,Taylor Swift,NA,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,4,218503,FALSE,F#,major,F# major
Midnights,Paris,Taylor Swift,NA,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-5,0.137,0.345,110.947,4,196259,FALSE,G,major,G major
Midnights,High Infidelity,Taylor Swift,NA,0.646,0.529,10,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862,4,231475,FALSE,A#,major,A# major
Midnights,Glitch,Taylor Swift,NA,0.675,0.466,11,-9.738,0,0.201,0.361,0,0.11,0.347,140.864,4,148781,FALSE,B,minor,B minor
Midnights,"Would've, Could've, Should've",Taylor Swift,NA,0.483,0.84,7,-6.508,1,0.119,0.43,5.75e-4,0.146,0.55,157.979,4,260362,FALSE,G,major,G major
Midnights,Dear Reader,Taylor Swift,NA,0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,4,225194,FALSE,C,major,C major
NA,Bad Blood (Remix),Taylor Swift,Kendrick Lamar,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,4,200107,FALSE,B,minor,B minor
NA,Beautiful Ghosts,Taylor Swift,NA,0.382,0.219,4,-10.068,1,0.0677,0.85,0,0.0954,0.222,175.561,3,261053,FALSE,E,major,E major
NA,Carolina,Taylor Swift,NA,0.476,0.189,11,-13.777,0,0.0329,0.904,4.52e-6,0.254,0.324,115.851,4,264439,FALSE,B,minor,B minor
NA,Christmas Tree Farm,Taylor Swift,NA,0.598,0.68,7,-4.505,1,0.0331,0.06,0,0.324,0.437,134.002,4,228027,FALSE,G,major,G major
NA,Crazier,Taylor Swift,NA,0.452,0.544,4,-5.423,1,0.0277,0.0631,5.33e-6,0.104,0.158,133.042,3,191947,FALSE,E,major,E major
NA,Eyes Open,Taylor Swift,NA,0.598,0.724,7,-7.226,1,0.0344,0.00667,0.00187,0.0839,0.299,137.116,4,244587,FALSE,G,major,G major
NA,I Don't Wanna Live Forever,ZAYN,Taylor Swift,0.734,0.442,0,-8.432,1,0.0557,0.0594,1.63e-5,0.213,0.0973,117.967,4,245653,FALSE,C,major,C major
NA,Lover (Remix),Taylor Swift,Shawn Mendes,0.448,0.603,7,-7.176,1,0.064,0.433,0,0.0862,0.422,205.272,3,221307,FALSE,G,major,G major
NA,Only The Young,Taylor Swift,NA,0.56,0.78,5,-4.895,0,0.0517,0.00244,0,0.0714,0.602,93.516,4,157507,FALSE,F,minor,F minor
NA,Ronan,Taylor Swift,NA,0.565,0.255,0,-10.152,1,0.0314,0.646,0,0.127,0.174,57.964,4,265307,FALSE,C,major,C major
NA,Safe & Sound,Taylor Swift,The Civil Wars,0.471,0.3,7,-10.807,1,0.028,0.883,1.05e-5,0.0698,0.289,144.319,4,240067,FALSE,G,major,G major
NA,September,Taylor Swift,NA,0.641,0.444,6,-6.482,1,0.0239,0.412,0.00121,0.179,0.588,107.081,4,187824,FALSE,F#,major,F# major
NA,Sweeter Than Fiction,Taylor Swift,NA,0.71,0.614,6,-6.965,1,0.0366,0.00164,1.54e-4,0.0785,0.673,135.012,4,237640,FALSE,F#,major,F# major
NA,This Love (Taylor's Version),Taylor Swift,NA,0.47,0.494,4,-8.672,1,0.0349,0.302,0,0.0672,0.0524,144.039,4,250100,FALSE,E,major,E major
NA,Today Was A Fairytale,Taylor Swift,NA,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-6,0.167,0.344,157.988,4,242480,FALSE,G,major,G major
NA,Wildest Dreams (Taylor's Version),Taylor Swift,NA,0.583,0.67,8,-7.289,1,0.0646,0.0374,1e-4,0.126,0.498,140.061,4,220433,FALSE,G#,major,G# major
NA,Babe,Sugarland,Taylor Swift,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-6,0.136,0.664,171.72,4,215107,FALSE,E,major,E major
NA,Birch,Big Red Machine,Taylor Swift,0.644,0.639,8,-13.545,1,0.0466,0.889,0.143,0.0993,0.255,92.012,4,330067,TRUE,G#,major,G# major
NA,Both Of Us,B.o.B,Taylor Swift,0.677,0.722,7,-7.088,1,0.0522,0.0213,0,0.207,0.0483,125.091,4,216120,TRUE,G,major,G major
NA,Gasoline (Remix),HAIM,Taylor Swift,0.658,0.717,1,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074,4,193373,FALSE,C#,minor,C# minor
NA,Half Of My Heart,John Mayer,NA,0.681,0.593,5,-9.327,1,0.0251,0.435,1.17e-4,0.106,0.731,115.058,4,250373,FALSE,F,major,F major
NA,Highway Don't Care,Tim McGraw,"Taylor Swift, Keith Urban",0.47,0.79,2,-5.352,1,0.039,0.0216,0,0.0863,0.495,158.061,4,276880,FALSE,D,major,D major
NA,Renegade,Big Red Machine,Taylor Swift,0.532,0.708,0,-8.121,1,0.0505,0.435,0.0236,0.107,0.586,167.977,4,254467,FALSE,C,major,C major
NA,Two Is Better Than One,Boys Like Girls,Taylor Swift,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,4,242840,FALSE,C,major,C major
NA,The Joker And The Queen,Ed Sheeran,Taylor Swift,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-6,0.282,0.307,133.83,4,185422,FALSE,C,major,C major
